2008;1;3;N772SW;IAD;TPA;810
2008;1;3;N428WN;IND;BWI;515
2008;1;3;N612SW;IND;BWI;515
2008;1;3;N464WN;IND;BWI;515
2008;1;3;N726SW;IND;JAX;688
2008;1;3;N763SW;IND;LAS;1591
2008;1;3;N428WN;IND;LAS;1591
2008;1;3;N689SW;IND;MCI;451
2008;1;3;N648SW;IND;MCI;451
2008;1;3;N690SW;IND;MCO;828
2008;1;3;N334SW;IND;MCO;828
2008;1;3;N476WN;IND;MDW;162
2008;1;3;N765SW;IND;MDW;162
2008;1;3;N420WN;IND;MDW;162
2008;1;3;N263WN;IND;MDW;162
2008;1;3;N286WN;IND;PHX;1489
2008;1;3;N778SW;IND;PHX;1489
2008;1;3;N674AA;IND;TPA;838
2008;1;3;N643SW;ISP;BWI;220
2008;1;3;N497WN;ISP;BWI;220
2008;1;3;N724SW;ISP;BWI;220
2008;1;3;N786SW;ISP;BWI;220
2008;1;3;N714CB;ISP;BWI;220
2008;1;3;N222WN;ISP;BWI;220
2008;1;3;N394SW;ISP;BWI;220
2008;1;3;N215WN;ISP;FLL;1093
2008;1;3;N243WN;ISP;FLL;1093
2008;1;3;N454WN;ISP;FLL;1093
2008;1;3;N712SW;ISP;LAS;2283
2008;1;3;N798SW;ISP;MCO;972
2008;1;3;N736SA;ISP;MCO;972
2008;1;3;N795SW;ISP;MCO;972
2008;1;3;N247WN;ISP;MCO;972
2008;1;3;N707SA;ISP;MCO;972
2008;1;3;N443WN;ISP;MCO;972
2008;1;3;N753SW;ISP;MDW;765
2008;1;3;N779SW;ISP;MDW;765
2008;1;3;N704SW;ISP;MDW;765
2008;1;3;N709SW;ISP;MDW;765
2008;1;3;N459WN;ISP;PBI;1052
2008;1;3;N621SW;ISP;PBI;1052
2008;1;3;N206WN;ISP;PBI;1052
2008;1;3;N280WN;ISP;RSW;1101
2008;1;3;N241WN;ISP;TPA;1034
2008;1;3;N200WN;ISP;TPA;1034
2008;1;3;N459WN;ISP;TPA;1034
2008;1;3;N286WN;JAN;BWI;888
2008;1;3;N475WN;JAN;BWI;888
2008;1;3;N792SW;JAN;HOU;359
2008;1;3;N202WN;JAN;HOU;359
2008;1;3;N646SW;JAN;HOU;359
2008;1;3;N252WN;JAN;HOU;359
2008;1;3;N346SW;JAN;MCO;587
2008;1;3;N299WN;JAN;MDW;666
2008;1;3;N528SW;JAN;MDW;666
2008;1;3;N487WN;JAX;BHM;365
2008;1;3;N243WN;JAX;BNA;484
2008;1;3;N479WN;JAX;BNA;484
2008;1;3;N255WN;JAX;BNA;484
2008;1;3;N215WN;JAX;BNA;484
2008;1;3;N264LV;JAX;BWI;663
2008;1;3;N714CB;JAX;BWI;663
2008;1;3;N436WN;JAX;BWI;663
2008;1;3;N726SW;JAX;FLL;318
2008;1;3;N399WN;JAX;FLL;318
2008;1;3;N387SW;JAX;FLL;318
2008;1;3;N405WN;JAX;FLL;318
2008;1;3;N685SW;JAX;FLL;318
2008;1;3;N467WN;JAX;FLL;318
2008;1;3;N643SW;JAX;HOU;816
2008;1;3;N263WN;JAX;IND;688
2008;1;3;N363SW;JAX;ORF;543
2008;1;3;N257WN;JAX;ORF;543
2008;1;3;N521SW;JAX;PHL;742
2008;1;3;N663SW;JAX;PHL;742
2008;1;3;N376SW;JAX;TPA;180
2008;1;3;N791SW;JAX;TPA;180
2008;1;3;N392SW;JAX;TPA;180
2008;1;3;N799SW;LAS;ABQ;487
2008;1;3;N607SW;LAS;ABQ;487
2008;1;3;N618WN;LAS;ABQ;487
2008;1;3;N682SW;LAS;ABQ;487
2008;1;3;N456WN;LAS;ABQ;487
2008;1;3;N509SW;LAS;ABQ;487
2008;1;3;N293;LAS;ABQ;487
2008;1;3;N473WN;LAS;ALB;2237
2008;1;3;N351SW;LAS;AMA;758
2008;1;3;N238WN;LAS;AUS;1090
2008;1;3;N499WN;LAS;AUS;1090
2008;1;3;N309SW;LAS;AUS;1090
2008;1;3;N245WN;LAS;BDL;2298
2008;1;3;N467WN;LAS;BHM;1618
2008;1;3;N256WN;LAS;BNA;1588
2008;1;3;N275WN;LAS;BNA;1588
2008;1;3;N271WN;LAS;BNA;1588
2008;1;3;N434WN;LAS;BNA;1588
2008;1;3;N312SW;LAS;BOI;520
2008;1;3;N619SW;LAS;BOI;520
2008;1;3;N290WN;LAS;BUF;1987
2008;1;3;N493WN;LAS;BUR;223
